Type,Poem/poet,wordCount,avgWordLength,alliterationFreq,assonanceFreq,consonanceFreq,slantEndRhymeFreq,perfectEndRhymeFreq,identityEndRhymeFreq,endRhymeFreq,soundDevicesFreq,concreteness,imageability,valence,arousal,typeTokenRatio,logWordFreq,objectWords,absWords
contempAmateur,Goodbyepoem/Amateur,0.4086,0.1123,0.0238,0.3015,0.4206,0.0416,0.125,0,0.2083,0.746,2.5249,371.3271028,6.666,4.341714286,0.472440945,1.8804149,0.007874016,0.015748031
contempAmateur,Readme/Amateur,0.3081,0.203,0,0.3281,0.3125,0.1111,0,0,0.1111,0.6406,2.505084746,315.7222222,5.056666667,4.127222222,0.707692308,2.100799941,0.015384615,0.015384615
contempAmateur,Angeleyes/Amateur,0.3622,0.2142,0.0618,0.3402,0.6597,0.1481,0.0555,0,0.2407,1.0618,2.854651163,358.6086957,6.68,4.182222222,0.785714286,2.683602397,0.010204082,0.010204082
contempAmateur,AnotherChapter/Amateur,0.3672,0.2072,0.03,0.3,0.27,0.0185,0.0925,0,0.1111,0.6,2.473625,347.1025641,5.922413793,4.553793103,0.73,1.867441954,0.03,0.06
contempAmateur,SelfReserved/Amateur,0.4592,0.1095,0.0239,0.2694,0.3413,0.0444,0.1555,0.1111,0.3555,0.6347,2.460202703,324.8671329,6.2025,4.102045455,0.591715976,1.957976498,0.029585799,0.035502959
contempAmateur,Yetthesunstillsleeps.../Amateur,0.4222,0.128,0.0729,0.2846,0.6058,0.0454,0.0909,0,0.1666,0.9635,2.810598291,366.0841122,5.663877551,4.152040816,0.605839416,2.347488351,0.058394161,0.02189781
contempAmateur,Letlovebeasone/Amateur,0.4049,0.122,0.0325,0.2601,0.4308,0.1333,0,0,0.1777,0.7235,2.481061947,351.3069307,6.003035714,3.808571429,0.588709677,2.008100829,0.016129032,0.040322581
contempAmateur,"Charlotte,Emily,andAnne/Amateur",0.3852,0.2273,0.045,0.3243,0.6846,0.037,0.074,0,0.1111,1.054,2.609784946,328.2405063,5.92125,3.85875,0.723214286,2.602544361,0.008928571,0.017857143
contempAmateur,Cappuccino/Amateur,0.5126,0.3059,0.0093,0.291,0.4788,0.0588,0.0098,0,0.0882,0.7793,2.733251534,357.5073529,6.102837838,3.929189189,0.671361502,2.412291128,0.037558685,0.03286385
contempAmateur,Pleasuretrip/Amateur,0.4024,0.3191,0.0661,0.3636,0.6859,0.1428,0.0476,0,0.1904,1.1157,2.650096154,326.3670886,5.287272727,3.917878788,0.68852459,2.725348803,0.016393443,0.024590164
contempAmateur,IthoughtIknew/Amateur,0.479,0.1275,0.0218,0.3005,0.3333,0.0588,0.0392,0,0.1764,0.6557,2.455855263,346.9084967,5.75953125,4.0665625,0.614130435,2.00924142,0.032608696,0.070652174
contempAmateur,Whereisourfateformed?/Amateur,0.3524,0.2086,0.0109,0.3846,0.5604,0.0333,0.1,0,0.1333,0.956,2.702564103,340.6567164,6.279,3.952,0.677419355,2.177970101,0.032258065,0.021505376
contempAmateur,Sometimes/Amateur,0.5423,0.2145,0.0406,0.3536,0.5162,0.0333,0,0,0.0333,0.9105,2.646467662,350.4504951,5.962923077,4.04,0.487804878,1.880705756,0.020325203,0.036585366
contempAmateur,Life/Amateur,0.5207,0.2128,0.0405,0.2342,0.6261,0.1818,0.2424,0.0101,0.4444,0.9009,2.486903553,320.0872093,5.40975,4.292875,0.600896861,2.165588643,0.035874439,0.022421525
contempAmateur,Youcancry/Amateur,0.4172,0.1243,0.015,0.2932,0.4661,0.1111,0.2222,0,0.3333,0.7744,2.629911504,333.9245283,4.810833333,4.288958333,0.614814815,2.109846249,0.037037037,0
contempAmateur,Breakingheart/Amateur,0.4469,0.1248,0.0191,0.1783,0.4585,0.1212,0.1666,0,0.2878,0.656,2.628666667,347.4921875,5.414222222,4.42,0.639240506,2.142623641,0.037974684,0.006329114
contempAmateur,AndaMerryChristmastoYou/Amateur,0.5306,0.2028,0.03,0.4248,0.4034,0.2391,0.0724,0.0217,0.3405,0.8583,2.302688679,351.1237624,5.742293578,4.259174312,0.260683761,1.984976698,0.021367521,0.106837607
contempAmateur,Everybodylikesmyclock/Amateur,0.3885,0.2315,0.0353,0.3893,0.646,0.0925,0.1111,0,0.2037,1.0707,2.747764706,335.8857143,5.590645161,3.892258065,0.637168142,2.554891688,0.088495575,0.03539823
contempAmateur,Inearlyfell/Amateur,0.4567,0.1333,0.0242,0.3636,0.5272,0.2,0.1066,0.12,0.4266,0.9151,2.655681818,367.6335878,6.000571429,4.137428571,0.602409639,2.563133184,0.036144578,0.006024096
contempAmateur,Denial/Amateur,0.3147,0.2173,0.0441,0.2647,0.3676,0.1111,0,0,0.1111,0.6764,2.409137931,330.1020408,5.962916667,4.2325,0.732394366,1.842721983,0.014084507,0.056338028
contempAmateur,Wintersilence/Amateur,0.125,0.2126,0.05,0.5,0.4,0.0833,0.0833,0,0.1666,0.95,2.69125,343.3846154,6.125,4.765,0.761904762,1.993175832,0,0
contempAmateur,Demonsandscars/Amateur,0.5072,0.1211,0.0144,0.3285,0.4637,0.0769,0.0384,0,0.1666,0.8067,2.422298137,341.4746835,5.394583333,3.98375,0.557692308,2.065516455,0.024038462,0.019230769
contempAmateur,ThefirsttimeIsawyou.../Amateur,0.4716,0.2071,0.0169,0.2655,0.4632,0.0303,0.106,0,0.1515,0.7457,2.462628205,341.979021,6.262916667,4.182708333,0.629213483,2.088369986,0.02247191,0.04494382
contempAmateur,Sister/Amateur,0.4555,0.1236,0.0304,0.2134,0.4695,0.0476,0.0952,0.0158,0.1746,0.7134,2.746258065,363.9465649,6.235915493,3.987746479,0.563636364,2.015813587,0.060606061,0.048484848
contempAmateur,ForThee/Amateur,0.3049,0.1174,0,0.2741,0.3548,0.1666,0.0333,0.0333,0.2333,0.629,2.36,332.0888889,6.761666667,4.356666667,0.640625,2.336042612,0,0
contempAmateur,PreciousLord/Amateur,0.3491,0.1207,0.0561,0.2471,0.7752,0.1666,0.0666,0,0.2333,1.0786,2.750246914,368.9078947,6.152941176,4.295588235,0.677777778,2.326291878,0.022222222,0.033333333
contempAmateur,Loveislike/Amateur,0.3721,0.1153,0.0582,0.398,0.3786,0.119,0.0952,0,0.238,0.8349,2.728315789,351.5238095,6.345757576,4.167575758,0.644230769,1.784322872,0,0.028846154
contempAmateur,Life2/Amateur,0.3754,0.1157,0.038,0.1619,0.5142,0.0757,0.0454,0,0.1515,0.7142,2.424891304,322.8701299,5.991944444,4.430833333,0.650943396,2.214069291,0.018867925,0.018867925
contempAmateur,ToBeYoungAndNaive/Amateur,0.5576,0.2148,0.0304,0.2775,0.5323,0.0256,0.1666,0,0.1923,0.8403,2.470729614,321.995098,5.664791667,3.99875,0.536121673,2.01771899,0.053231939,0.038022814
contempAmateur,WhyIloveYou/Amateur,0.4555,0.0744,0.0121,0.25,0.3109,0.0769,0.0256,0.0256,0.1538,0.5731,2.588857143,346.9632353,6.636744186,4.24372093,0.509090909,1.783878209,0.006060606,0
contempAmateur,FirstLove/Amateur,0.6269,0.1074,0.0403,0.2017,0.4149,0.0854,0.0512,0.0085,0.1538,0.657,2.702307692,349.6574394,5.7914,4.1352,0.436781609,1.816582068,0.017241379,0.017241379
contempAmateur,MissYou/Amateur,0.3508,0.1194,0.0333,0.2,0.3555,0.0512,0,0,0.0512,0.5888,2.506024096,326.8481013,6.565263158,3.722105263,0.615384615,1.811861299,0.021978022,0.054945055
contempAmateur,THEENDHADCOME/Amateur,0.3557,0.1141,0.0107,0.215,0.301,0,0.2333,0,0.2333,0.5268,2.421724138,323.7088608,5.461153846,4.071923077,0.744680851,1.845694091,0.031914894,0.063829787
contempAmateur,BABYOFPOVERTY/Amateur,0.3622,0.3006,0.0412,0.3814,0.4123,0.1296,0,0.0555,0.1851,0.835,2.529302326,335.2028986,5.846451613,4.791935484,0.663265306,2.291212091,0,0.051020408
contempAmateur,BrokenHome/Amateur,0.395,0.1293,0.0256,0.2649,0.2307,0.1111,0.1481,0,0.2592,0.5213,2.7636,358.2637363,5.557142857,3.879285714,0.728813559,1.994926114,0.101694915,0.050847458
contempAmateur,MyThoughtsOnLove/Amateur,0.5756,0.1253,0.0318,0.3321,0.5229,0.049,0,0.1862,0.245,0.8869,2.357739464,312.7252252,6.242191781,4.109178082,0.464788732,1.891722041,0.017605634,0.031690141
contempAmateur,TakeMeBack/Amateur,0.4604,0.075,0.0238,0.1607,0.3214,0.0625,0.0208,0.0208,0.1041,0.5059,2.613888889,342.8905109,5.872040816,3.976122449,0.563636364,1.829100846,0.03030303,0.048484848
contempAmateur,AFriendIs/Amateur,0.3311,0.1223,0.0256,0.3846,0.3974,0.1111,0.1111,0,0.2222,0.8076,2.48,332,6.021666667,4.0625,0.544303797,1.698292643,0.025316456,0.012658228
contempAmateur,THEGARDEN/Amateur,0.4259,0.1328,0.0214,0.4,0.4,0.0238,0,0.0238,0.0476,0.8214,2.449756098,332.4782609,6.726136364,3.893181818,0.553191489,1.969123662,0.028368794,0.042553191
contempAmateur,Insomnia/Amateur,0.5207,0.2014,0.0225,0.3513,0.4009,0.0588,0.2058,0.0098,0.2745,0.7747,2.433582888,320.8343558,5.725932203,3.82440678,0.569506726,2.123758547,0.040358744,0.022421525
contempAmateur,UnrequitedLove/Amateur,0.4123,0.3297,0,0.4651,0.3875,0.0952,0.0158,0,0.1269,0.8527,2.417181818,322.8235294,6.008888889,4.384444444,0.723076923,2.710471159,0.007692308,0.046153846
contempAmateur,Wavering/Amateur,0.3147,0.3265,0.0147,0.4558,0.8529,0.074,0.0925,0,0.1666,1.3235,2.532884615,329.4146341,5.481538462,4.233846154,0.814285714,2.211969291,0,0.014285714
contempAmateur,GardenofShatteredDreams/Amateur,0.3688,0.3222,0.0495,0.297,0.5445,0.119,0,0,0.1428,0.891,2.6645,331.7462687,6.338928571,3.869285714,0.833333333,2.503239137,0.009803922,0.039215686
contempAmateur,ThinkingOfYou/Amateur,0.3983,0.1205,0.042,0.3445,0.3445,0.0555,0.1111,0,0.1666,0.731,2.655185185,352.94,5.896341463,3.959756098,0.683333333,1.968605492,0.05,0.025
contempAmateur,Myheartbleeds/Amateur,0.4839,0.2209,0.0374,0.3689,0.4438,0.0757,0.0909,0.0151,0.1818,0.8502,2.738881988,360.8873239,6.050172414,4.614137931,0.510638298,2.069836813,0.015957447,0.015957447
contempAmateur,TimeIsn'tAlwaysagoodthing/Amateur,0.3836,0.1033,0.0181,0.3454,0.2818,0.1515,0.1515,0,0.4545,0.6454,2.693207547,345.0851064,5.607083333,4.139583333,0.630630631,1.969858306,0.027027027,0.045045045
contempAmateur,IsItReallyLove/Amateur,0.4518,0.1275,0.0372,0.4534,0.4968,0.0416,0.0972,0.0138,0.1805,0.9875,2.478986486,327.237037,6.441875,4.153125,0.641975309,2.162452583,0.049382716,0.018518519
contempAmateur,SameOle'Story/Amateur,0.3721,0.1128,0.0776,0.2718,0.5339,0.0277,0,0,0.0277,0.8834,2.768265306,336.2022472,6.058787879,3.852121212,0.538461538,1.645294119,0.028846154,0.057692308
contempAmateur,Restored/Amateur,0.4493,0.2066,0.0125,0.2893,0.3962,0.0666,0.1333,0.0166,0.2333,0.6981,2.554189189,333.5166667,6.522553191,4.271914894,0.639751553,2.124194093,0.02484472,0.037267081
contempAmateur,DoYou?/Amateur,0.4419,0.1216,0.013,0.2679,0.3529,0.0757,0.0454,0.0606,0.2575,0.6339,2.340305344,322.3064516,5.968679245,3.976603774,0.512987013,2.009163143,0.006493506,0.045454545
contempAmateur,AdoptionisLove/Amateur,0.2923,0.3005,0.0344,0.5344,0.4137,0.0416,0.1666,0.0416,0.2499,0.9827,2.334791667,319.0243902,6.98625,4.479375,0.745762712,2.340558615,0.050847458,0.016949153
contempAmateur,RoadtoHappiness/Amateur,0.479,0.1112,0.0273,0.2185,0.459,0.0555,0.0555,0.0079,0.1269,0.7049,2.510243902,330.5666667,5.988837209,4.343255814,0.559782609,1.866194007,0.016304348,0.016304348
contempAmateur,Untitled1/Amateur,0.3934,0.1247,0.0344,0.1637,0.4224,0,0.1944,0,0.1944,0.6206,2.785855856,354.1078431,6.515,4.055909091,0.598290598,1.705338417,0.025641026,0.025641026
contempAmateur,Reflection/Amateur,0.3639,0.202,0.0204,0.3163,0.5408,0.1212,0,0,0.1515,0.8775,2.600722892,349.5921053,5.271034483,3.927241379,0.666666667,2.250740025,0.02020202,0.01010101
contempAmateur,ADREAMWITHINADREAM/Amateur,0.4111,0.0759,0.0234,0.3593,0.3593,0.0166,0.1333,0,0.15,0.7421,2.479655172,332.8425926,5.8,4.054,0.643410853,2.137198789,0.007751938,0.023255814
contempAmateur,Waiting/Amateur,0.4259,0.2146,0.0214,0.2642,0.3928,0.0634,0.0952,0,0.1587,0.6785,2.452416667,327.2352941,5.712258065,4.213548387,0.602836879,2.060782675,0.007092199,0.014184397
contempAmateur,TheWar/Amateur,0.3393,0.2277,0.0481,0.3373,0.3855,0.1481,0.074,0,0.2222,0.771,2.512972973,327.53125,5.483636364,4.292727273,0.785714286,2.080701738,0.047619048,0.05952381
contempAmateur,OnaMoonlitNight/Amateur,0.4358,0.3261,0.0743,0.4256,0.5743,0.0512,0.0128,0,0.0641,1.0743,2.87440678,360.7525773,6.1224,3.8466,0.734693878,2.495375831,0.034013605,0.020408163
contempAmateur,TraipsingonBantayanShore/Amateur,0.4876,0.202,0.0368,0.2105,0.4789,0.0701,0.0087,0,0.0877,0.7263,2.628291139,352.1678322,6.073454545,4.324363636,0.657754011,2.215571172,0.010695187,0.026737968
contempAmateur,youaremyangel/Amateur,0.3491,0.1007,0.0449,0.2022,0.3146,0.098,0.0588,0.0392,0.196,0.5617,2.414625,330.8375,6.314642857,3.728928571,0.544444444,1.897324006,0.066666667,0.011111111
contempAmateur,IKnow/Amateur,0.536,0.1033,0.0167,0.251,0.3096,0.0909,0.1666,0.0303,0.2878,0.5774,2.328555556,333.2763819,6.035955056,3.814719101,0.420833333,1.786992048,0.004166667,0.045833333
contempAmateur,TheWayThatYouLeftMe/Amateur,0.6226,0.1058,0.041,0.2434,0.387,0.0387,0.0387,0.0697,0.1472,0.6715,2.476019737,335.0564784,5.718829787,4.261489362,0.426900585,1.714273582,0.026315789,0.026315789
contempAmateur,WaitingforLove/Amateur,0.3655,0.1306,0.0606,0.2626,0.3131,0.0333,0.1666,0.0333,0.2333,0.6363,2.705882353,330.3333333,5.897083333,3.847083333,0.66,1.823088886,0.02,0
contempAmateur,alovewithoutgood-byes/Amateur,0.4271,0.222,0.0425,0.2553,0.617,0.0869,0.0869,0,0.1884,0.9148,2.492051282,353.7009346,5.815918367,4.13,0.742857143,2.008668209,0.028571429,0.05
contempAmateur,Wailofawave/Amateur,0.4543,0.3032,0.0552,0.3803,0.6932,0.2777,0,0,0.2777,1.1288,2.596014493,338.6071429,5.943207547,4.086792453,0.72392638,2.536025941,0.073619632,0.030674847
contempAmateur,Yourstillhere/Amateur,0.4975,0.1206,0.0151,0.2474,0.4343,0.0303,0.1515,0,0.1818,0.6969,2.532951807,333.754717,5.277321429,4.037678571,0.572864322,1.828911959,0.030150754,0.030150754
contempAmateur,Why?/Amateur,0.5828,0.1134,0.0309,0.2646,0.2989,0.0427,0.1623,0.0598,0.2735,0.5945,2.722706767,339.3744856,5.951518987,4.130632911,0.304794521,1.947334956,0.010273973,0.01369863
contempAmateur,Alwaysonmymind./Amateur,0.3229,0.1198,0.041,0.315,0.4109,0,0.1333,0,0.1333,0.7671,2.46,344.8305085,6.305263158,3.751578947,0.635135135,1.648774114,0.013513514,0.013513514
contempAmateur,"Lonelyinthedarkroom""/Amateur",0.3967,0.1114,0.0169,0.2542,0.4406,0.1515,0,0.0303,0.1818,0.7118,2.7373,358.4313725,6.008571429,3.892619048,0.546218487,1.803908431,0.067226891,0.016806723
contempAmateur,Untitled2/Amateur,0.3573,0.2175,0.0319,0.5212,0.4787,0.1875,0.0208,0.0833,0.2916,1.0319,2.288295455,341.5333333,6.768214286,4.52,0.684210526,1.896201099,0.052631579,0.031578947
contempAmateur,AsOne/Amateur,0.3278,0.0761,0.0789,0.1973,0.5789,0,0,0.7777,0.7777,0.8552,2.870410959,367.8055556,6.5108,3.9656,0.467532468,1.668060515,0.038961039,0.051948052
contempAmateur,lifegoeson/Amateur,0.3032,0.1279,0,0.2131,0.4098,0.2916,0.125,0.1666,0.5833,0.6229,2.548928571,327.1276596,6.431578947,4.719473684,0.612903226,1.779418088,0.016129032,0.048387097
contempAmateur,EverlastingLove/Amateur,0.3262,0.114,0.0266,0.2666,0.3066,0,0.1666,0.0833,0.25,0.6,2.5753125,345.6721311,5.911363636,4.025,0.671052632,1.778882591,0.039473684,0.013157895
contempAmateur,ethicsoftheblacks/Amateur,0.2615,0.2287,0,0.38,0.48,0.0833,0,0,0.0833,0.86,2.737209302,343.1176471,5.958333333,3.840833333,0.745098039,2.200672709,0,0
contempAmateur,HazedMaze/Amateur,0.4456,0.1256,0.0384,0.4038,0.5192,0,0.1458,0.0208,0.2083,0.9615,2.439275362,324.3145161,5.71245283,4.324528302,0.611464968,1.84030172,0.01910828,0.044585987
contempAmateur,MEANDYOU/Amateur,0.3606,0.213,0.0625,0.2708,0.3333,0.0196,0.0196,0,0.0392,0.6666,2.441139241,347.6710526,6.291923077,4.059230769,0.608247423,2.132084461,0.010309278,0.072164948
contempAmateur,Whenyouleft/Amateur,0.3803,0.074,0.0185,0.3425,0.1759,0.037,0.074,0.1111,0.2222,0.537,2.196627907,321.2717391,6.4592,4.1712,0.541284404,1.873107873,0,0.009174312
contempAmateur,"""MAGIC""/Amateur",0.3754,0.1264,0.0095,0.3523,0.3142,0.0588,0.1372,0.098,0.3529,0.6761,2.499247312,341.8953488,6.5121875,4.575,0.622641509,1.931043777,0.018867925,0.018867925
contempAmateur,TOGETHER...FOREVER!/Amateur,0.3573,0.2259,0.0319,0.351,0.3617,0.1666,0.0238,0.0238,0.2142,0.7446,2.614880952,359.6111111,6.260625,4.27125,0.736842105,2.334551874,0.063157895,0
contempAmateur,YOUAREMYEVERYTHING/Amateur,0.3688,0.1183,0.0198,0.3168,0.2079,0.1666,0.1666,0.0238,0.3571,0.5445,2.603488372,355.043956,6.511111111,4.257037037,0.656862745,1.709952962,0.029411765,0.029411765
contempAmateur,BelieveinMiracles!/Amateur,0.3278,0.3177,0.0263,0.5263,0.4868,0.1025,0,0.1538,0.2564,1.0394,2.408815789,343.1956522,6.036756757,4.081891892,0.246753247,2.451376485,0.090909091,0.025974026
contempAmateur,ALie/Amateur,0.3868,0.1138,0.0178,0.2946,0.3392,0.0476,0.0476,0,0.1904,0.6517,2.446020408,312.3222222,5.436,4.280666667,0.575221239,1.944190758,0.017699115,0.017699115
contempAmateur,Iloveyou/Amateur,0.453,0.112,0.0432,0.2962,0.3518,0.0925,0.0185,0,0.1296,0.6913,2.566811594,347.5333333,6.167555556,4.209333333,0.558282209,1.829242936,0.024539877,0.018404908
contempAmateur,"""It""/Amateur",0.3655,0.204,0.0101,0.3535,0.3535,0.0588,0.0392,0.0196,0.1176,0.7171,2.540561798,349.137931,6.6275,4.313125,0.6,1.885647435,0.01,0.04
contempAmateur,Memories/Amateur,0.4592,0.2198,0.0239,0.2934,0.4191,0.0833,0.0333,0.0166,0.15,0.7365,2.404666667,322.9844961,5.572058824,4.077794118,0.630952381,2.2229788,0.047619048,0.06547619
19thPoet,"GrowingOld,byMatthewArnold/19th",0.5198,0.1321,0.0271,0.2941,0.4977,0.0606,0,0,0.0606,0.819,2.369035533,309.7602339,5.461694915,4.189830508,0.542986425,2.148416127,0.013574661,0.027149321
19thPoet,"Twenty-First.Night.Monday,byAnnaAkhmatova/19th",0.3327,0.3116,0.0126,0.4936,0.6329,0.0666,0,0,0.0666,1.1392,2.519090909,334.0545455,5.49952381,4.132380952,0.82278481,2.177271463,0,0.025316456
19thPoet,"AutumnalSonnet,byWilliamAllingham/19th",0.3819,0.2266,0.0733,0.2752,0.5871,0,0.1666,0,0.1666,0.9357,2.545280899,342.7887324,5.508823529,3.976470588,0.787037037,2.644866601,0.018518519,0.064814815
19thPoet,"TheWindow,byConradAiken/19th",0.5216,0.1258,0.0224,0.408,0.4215,0.049,0.0686,0.0392,0.1568,0.852,2.816699507,360.038674,5.930422535,4.009295775,0.473214286,2.074862516,0.035714286,0.022321429
19thPoet,"Sonnet32-Thefirsttimethatthesunroseonthineoath,byElizabethBarrettBrowning/19th",0.4024,0.2229,0.0165,0.2231,0.7851,0.0833,0.1388,0,0.2222,1.0247,2.476813187,330.3452381,6.016666667,4.018181818,0.735042735,2.149418599,0.025641026,0.034188034
19thPoet,"MyLastDuchess,byRobertBrowning/19th",0.7044,0.2152,0.0218,0.2663,0.5262,0.0617,0.1419,0,0.2037,0.8144,2.479392265,329.5193548,5.843451327,3.877964602,0.595505618,2.350138656,0.042696629,0.015730337
19thPoet,"MyEarlierLife,byCharlesBaudelaire/19th",0.395,0.2305,0.0341,0.4957,0.3846,0.0555,0.0555,0,0.1388,0.9145,2.356170213,305.2162162,5.926129032,4.107741935,0.728813559,2.752885019,0.008474576,0.025423729
19thPoet,"TheSouthCountry,byHilaireBelloc/19th",0.6659,0.1186,0.0174,0.3482,0.4776,0.0402,0.1091,0.0057,0.1666,0.8432,2.596532951,339.6017964,5.997857143,3.850952381,0.473815461,2.028715598,0.047381546,0.02244389
19thPoet,"TheGeneralPublic,byStephenVincentBenet/19th",0.6262,0.2155,0.0491,0.2745,0.4797,0.0975,0.0081,0,0.1056,0.8034,2.705244755,350.7056452,5.626344086,3.880860215,0.598853868,2.476760975,0.028653295,0.011461318
19thPoet,"EpitaphForARomanticWoman,byLouiseBogan/19th",0.2615,0.3137,0.02,0.3,0.56,0.1666,0.1111,0,0.2777,0.88,2.703421053,369.5714286,5.881666667,4.614166667,0.826923077,2.226553546,0.019230769,0
19thPoet,"Victory,byRupertBrooke/19th",0.3704,0.4012,0.0686,0.3725,0.647,0.0277,0.1111,0,0.1388,1.0882,2.496823529,346.2903226,5.371176471,4.143235294,0.777777778,2.472077214,0.02020202,0.01010101
19thPoet,"INeverLovedYouMore,byBertoltBrecht/19th",0.3688,0.2032,0.0198,0.396,0.4356,0.0333,0,0,0.0666,0.8514,2.734074074,369.8918919,6.1448,3.95,0.588235294,2.062035822,0,0.049019608
19thPoet,"Stanza,byEmilyBronte/19th",0.4419,0.3112,0.0326,0.3856,0.5228,0.0185,0.1481,0,0.2222,0.9411,2.475967742,323.4660194,5.807391304,4.117173913,0.756578947,2.340436066,0.006578947,0.026315789
19thPoet,"TheMissionary,byCharlotteBronte/19th",0.9026,0.2254,0.0419,0.3372,0.6608,0.0828,0.1082,0,0.1932,1.0399,2.566459854,345.959596,5.471311475,4.224480874,0.547972305,2.445544248,0.039564787,0.035608309
19thPoet,"Dora,byThomasEdwardBrown/19th",0.3573,0.1087,0,0.2021,0.5531,0,0.1944,0,0.1944,0.7553,2.662470588,360.3648649,5.723214286,4.147142857,0.684210526,2.385827369,0.021052632,0
19thPoet,"MyFeet,byGelettBurgess/19th",0.145,0.12,0,0.0833,0.3333,0,0,0,0,0.4166,3.238181818,370.9047619,5.79,3.96,0.8,1.927165825,0,0.04
19thPoet,"TheStranger,byAleksandrBlok/19th",0.6191,0.3097,0.0178,0.4345,0.5982,0.0733,0.0533,0,0.1333,1.0505,2.689233577,346.4910714,5.733157895,4.047157895,0.632047478,2.526682951,0.047477745,0.035608309
19thPoet,"Whileyetwewaitforspring,andfromthedry,byRobertSeymourBridges/19th",0.3819,0.3121,0.0275,0.3211,0.5504,0.1666,0.25,0,0.4166,0.899,2.609431818,323.6197183,5.780909091,3.806363636,0.770642202,2.726946029,0.036697248,0.027522936
19thPoet,"TheCaptiveDove,byAnneBronte/19th",0.4703,0.2218,0.0227,0.284,0.625,0.0769,0.1538,0,0.282,0.9318,2.656518987,368.8454545,5.59,4.070434783,0.696629213,3.103173731,0.04494382,0.016853933
19thPoet,"TheYoungthatDiedinBeauty,byWilliamBarnes/19th",0.5567,0.2304,0.0305,0.2748,0.3396,0.035,0.0614,0.0087,0.1052,0.645,2.657987805,341.6442953,5.977014925,4.119850746,0.607003891,2.305392064,0.011673152,0.050583658
19thPoet,"TheHouseThatWas,byLaurenceBinyon/19th",0.4098,0.3135,0.0393,0.3464,0.5905,0.0714,0.1428,0,0.2142,0.9763,2.650412371,336.2337662,5.64,3.879642857,0.76,2.678166699,0.016,0.008
19thPoet,"AtVariance,byEllisParkerButler/19th",0.2269,0.1238,0.0487,0.2439,0.5121,0.1666,0.3333,0,0.5,0.8048,2.580588235,323.6875,6.295555556,3.847777778,0.761904762,2.108369665,0.023809524,0.023809524
19thPoet,"Punctuality,byLewisCarroll/19th",0.4185,0.2153,0.0671,0.2985,0.5074,0.1884,0.1739,0,0.4202,0.8731,2.357913043,314.3125,5.901666667,3.660416667,0.71969697,2.221201586,0.03030303,0.060606061
19thPoet,"Inthenight,byStephenCrane/19th",0.4506,0.2153,0.0312,0.4187,0.425,0,0,0.0144,0.0434,0.875,2.494961832,352.4059406,5.753793103,3.972413793,0.512345679,2.509826378,0.012345679,0.067901235
19thPoet,"Independence,byAleisterCrowley/19th",0.4938,0.1136,0.0256,0.4205,0.6205,0,0.1754,0,0.1754,1.0666,2.512011494,313.7960526,5.935319149,4.20893617,0.472081218,1.972789442,0,0.035532995
19thPoet,"ToMemory,byMaryElizabethColeridge/19th",0.3327,0.1241,0.0379,0.2911,0.443,0,0.1666,0,0.1666,0.7721,2.417727273,347.9821429,5.593076923,4.445769231,0.782051282,2.641476458,0.038461538,0.012820513
19thPoet,"TheVisible,TheUntrue,byHartCrane/19th",0.4037,0.3056,0.0245,0.4508,0.5,0.0317,0.0158,0,0.0476,0.9754,2.486320755,330.4725275,5.530487805,4.072926829,0.682926829,2.652943114,0.024390244,0.024390244
19thPoet,"WithWhomisnoVariableness,NeitherShadowofTurning,byArthurHughClough/19th",0.2192,0.1233,0.0512,0.1282,0.5128,0.0833,0.1666,0,0.25,0.6923,2.196428571,335.0714286,5.215454545,4.054545455,0.75,1.925763664,0.05,0.075
19thPoet,"WhoGoesHome?,byG.K.Chesterton/19th",0.3606,0.1285,0.0312,0.2812,0.6041,0,0.3333,0.2,0.5333,0.9166,2.751348315,356,5.618,4.283,0.618556701,2.012772313,0.030927835,0.010309278
19thPoet,"SinceNineO'Clock,byConstantineP.Cavafy/19th",0.4246,0.2252,0.0359,0.41,0.5755,0,0,0.035,0.035,1.0215,2.618760331,347.3366337,5.505813953,4.061162791,0.602836879,2.233605244,0.007092199,0.063829787
19thPoet,"TheHeartofNight,byBlissCarman/19th",0.3754,0.2037,0.019,0.2857,0.5809,0.1296,0.1666,0,0.2962,0.8857,2.392553191,336.6071429,6.091388889,4.228611111,0.730769231,2.176779955,0.019230769,0.038461538
19thPoet,"IdiedforBeauty--butwasscarce,byEmilyDickinson/19th",0.3147,0.1314,0.0588,0.2647,0.5,0.0333,0,0,0.0333,0.8235,2.523076923,339.84,5.940769231,3.709230769,0.62962963,2.090818009,0.012345679,0.061728395
19thPoet,"Douglass,byPaulLaurenceDunbar/19th",0.3868,0.2206,0.0267,0.4107,0.5089,0,0.25,0,0.25,0.9464,2.396597938,325.8266667,5.506774194,4.483870968,0.72972973,2.711768426,0.018018018,0
19thPoet,"PearTree,byHildaDoolittle/19th",0.3065,0.2281,0.0317,0.1746,0.4444,0.0238,0,0.0476,0.0714,0.6507,3.151964286,400.0816327,6.2725,3.865,0.746031746,2.371089963,0.063492063,0.047619048
19thPoet,"Departure,byHenryVanDyke/19th",0.4222,0.0776,0.0291,0.2408,0.3357,0.0476,0.1666,0,0.238,0.6058,2.642272727,336.2561983,6.01025,4.111,0.601449275,1.995711683,0.02173913,0.007246377
