The Needle by Ezra Pound,19th,5.516,4.06525
Camouflage by Andrew Barton Paterson,19th,5.30940298507,3.86358208955
What Would I Give by Christina Rossetti,19th,5.71216216216,4.05162162162
Rememberance by Rainer Maria Rilke,19th,5.89666666667,3.99407407407
Karma by Edwin Arlington Robinson,19th,5.91136363636,4.46181818182
Frolic by George William Russell,19th,6.61952380952,4.21476190476
Chicago by Carl Sandburg,19th,5.28740384615,4.4375
The Snow Man by Wallace Stevens,19th,5.82966666667,3.87833333333
The Mermaid by Lord Alfred Tennyson,19th,5.99941605839,3.86518248175
Tears by Walt Whitman,19th,5.45875,4.09175
The Great Figure by William Carlos Williams,19th,5.17,4.78888888889
A Prayer For My Daughter by William Butler Yeats,19th,5.82353846154,4.22117948718
